Tick;Step;ID
88;88;99a685cb-de85-41cf-9d6c-23159af52d5d
89;89;dde95fd4-5078-4e26-877d-087b0e809876
89;89;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
89;89;6a8cde9d-2e73-4894-a015-c9f29e03e6df
89;89;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
89;89;99a685cb-de85-41cf-9d6c-23159af52d5d
90;90;dde95fd4-5078-4e26-877d-087b0e809876
90;90;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
90;90;6a8cde9d-2e73-4894-a015-c9f29e03e6df
90;90;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
90;90;99a685cb-de85-41cf-9d6c-23159af52d5d
91;91;dde95fd4-5078-4e26-877d-087b0e809876
91;91;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
91;91;6a8cde9d-2e73-4894-a015-c9f29e03e6df
91;91;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
91;91;99a685cb-de85-41cf-9d6c-23159af52d5d
92;92;dde95fd4-5078-4e26-877d-087b0e809876
92;92;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
92;92;6a8cde9d-2e73-4894-a015-c9f29e03e6df
92;92;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
92;92;99a685cb-de85-41cf-9d6c-23159af52d5d
93;93;dde95fd4-5078-4e26-877d-087b0e809876
93;93;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
93;93;6a8cde9d-2e73-4894-a015-c9f29e03e6df
93;93;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
93;93;99a685cb-de85-41cf-9d6c-23159af52d5d
94;94;dde95fd4-5078-4e26-877d-087b0e809876
94;94;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
94;94;6a8cde9d-2e73-4894-a015-c9f29e03e6df
94;94;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
94;94;99a685cb-de85-41cf-9d6c-23159af52d5d
95;95;dde95fd4-5078-4e26-877d-087b0e809876
95;95;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
95;95;6a8cde9d-2e73-4894-a015-c9f29e03e6df
95;95;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
95;95;99a685cb-de85-41cf-9d6c-23159af52d5d
96;96;dde95fd4-5078-4e26-877d-087b0e809876
96;96;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
96;96;6a8cde9d-2e73-4894-a015-c9f29e03e6df
96;96;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
96;96;99a685cb-de85-41cf-9d6c-23159af52d5d
97;97;dde95fd4-5078-4e26-877d-087b0e809876
97;97;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
97;97;6a8cde9d-2e73-4894-a015-c9f29e03e6df
97;97;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
97;97;99a685cb-de85-41cf-9d6c-23159af52d5d
98;98;dde95fd4-5078-4e26-877d-087b0e809876
98;98;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
98;98;6a8cde9d-2e73-4894-a015-c9f29e03e6df
98;98;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
98;98;99a685cb-de85-41cf-9d6c-23159af52d5d
99;99;dde95fd4-5078-4e26-877d-087b0e809876
99;99;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
99;99;6a8cde9d-2e73-4894-a015-c9f29e03e6df
99;99;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
99;99;99a685cb-de85-41cf-9d6c-23159af52d5d
100;100;dde95fd4-5078-4e26-877d-087b0e809876
100;100;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
100;100;6a8cde9d-2e73-4894-a015-c9f29e03e6df
100;100;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
100;100;99a685cb-de85-41cf-9d6c-23159af52d5d
