Tick;Step;ID
25;25;6a8cde9d-2e73-4894-a015-c9f29e03e6df
25;25;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
25;25;99a685cb-de85-41cf-9d6c-23159af52d5d
26;26;dde95fd4-5078-4e26-877d-087b0e809876
26;26;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
26;26;6a8cde9d-2e73-4894-a015-c9f29e03e6df
26;26;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
26;26;99a685cb-de85-41cf-9d6c-23159af52d5d
27;27;dde95fd4-5078-4e26-877d-087b0e809876
27;27;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
27;27;6a8cde9d-2e73-4894-a015-c9f29e03e6df
27;27;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
27;27;99a685cb-de85-41cf-9d6c-23159af52d5d
28;28;dde95fd4-5078-4e26-877d-087b0e809876
28;28;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
28;28;6a8cde9d-2e73-4894-a015-c9f29e03e6df
28;28;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
28;28;99a685cb-de85-41cf-9d6c-23159af52d5d
29;29;dde95fd4-5078-4e26-877d-087b0e809876
29;29;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
29;29;6a8cde9d-2e73-4894-a015-c9f29e03e6df
29;29;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
29;29;99a685cb-de85-41cf-9d6c-23159af52d5d
30;30;dde95fd4-5078-4e26-877d-087b0e809876
30;30;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
30;30;6a8cde9d-2e73-4894-a015-c9f29e03e6df
30;30;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
30;30;99a685cb-de85-41cf-9d6c-23159af52d5d
31;31;dde95fd4-5078-4e26-877d-087b0e809876
31;31;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
31;31;6a8cde9d-2e73-4894-a015-c9f29e03e6df
31;31;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
31;31;99a685cb-de85-41cf-9d6c-23159af52d5d
32;32;dde95fd4-5078-4e26-877d-087b0e809876
32;32;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
32;32;6a8cde9d-2e73-4894-a015-c9f29e03e6df
32;32;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
32;32;99a685cb-de85-41cf-9d6c-23159af52d5d
33;33;dde95fd4-5078-4e26-877d-087b0e809876
33;33;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
33;33;6a8cde9d-2e73-4894-a015-c9f29e03e6df
33;33;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
33;33;99a685cb-de85-41cf-9d6c-23159af52d5d
34;34;dde95fd4-5078-4e26-877d-087b0e809876
34;34;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
34;34;6a8cde9d-2e73-4894-a015-c9f29e03e6df
34;34;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
34;34;99a685cb-de85-41cf-9d6c-23159af52d5d
35;35;dde95fd4-5078-4e26-877d-087b0e809876
35;35;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
35;35;6a8cde9d-2e73-4894-a015-c9f29e03e6df
35;35;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
35;35;99a685cb-de85-41cf-9d6c-23159af52d5d
36;36;dde95fd4-5078-4e26-877d-087b0e809876
36;36;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
36;36;6a8cde9d-2e73-4894-a015-c9f29e03e6df
36;36;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
36;36;99a685cb-de85-41cf-9d6c-23159af52d5d
37;37;dde95fd4-5078-4e26-877d-087b0e809876
37;37;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
37;37;6a8cde9d-2e73-4894-a015-c9f29e03e6df
37;37;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
37;37;99a685cb-de85-41cf-9d6c-23159af52d5d
38;38;dde95fd4-5078-4e26-877d-087b0e809876
38;38;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
38;38;6a8cde9d-2e73-4894-a015-c9f29e03e6df
38;38;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
38;38;99a685cb-de85-41cf-9d6c-23159af52d5d
39;39;dde95fd4-5078-4e26-877d-087b0e809876
39;39;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
39;39;6a8cde9d-2e73-4894-a015-c9f29e03e6df
39;39;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
39;39;99a685cb-de85-41cf-9d6c-23159af52d5d
40;40;dde95fd4-5078-4e26-877d-087b0e809876
40;40;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
40;40;6a8cde9d-2e73-4894-a015-c9f29e03e6df
40;40;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
40;40;99a685cb-de85-41cf-9d6c-23159af52d5d
41;41;dde95fd4-5078-4e26-877d-087b0e809876
41;41;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
41;41;6a8cde9d-2e73-4894-a015-c9f29e03e6df
41;41;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
41;41;99a685cb-de85-41cf-9d6c-23159af52d5d
42;42;dde95fd4-5078-4e26-877d-087b0e809876
42;42;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
42;42;6a8cde9d-2e73-4894-a015-c9f29e03e6df
42;42;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
42;42;99a685cb-de85-41cf-9d6c-23159af52d5d
43;43;dde95fd4-5078-4e26-877d-087b0e809876
43;43;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
43;43;6a8cde9d-2e73-4894-a015-c9f29e03e6df
43;43;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
43;43;99a685cb-de85-41cf-9d6c-23159af52d5d
44;44;dde95fd4-5078-4e26-877d-087b0e809876
44;44;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
44;44;6a8cde9d-2e73-4894-a015-c9f29e03e6df
44;44;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
44;44;99a685cb-de85-41cf-9d6c-23159af52d5d
45;45;dde95fd4-5078-4e26-877d-087b0e809876
45;45;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
45;45;6a8cde9d-2e73-4894-a015-c9f29e03e6df
45;45;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
45;45;99a685cb-de85-41cf-9d6c-23159af52d5d
46;46;dde95fd4-5078-4e26-877d-087b0e809876
46;46;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
46;46;6a8cde9d-2e73-4894-a015-c9f29e03e6df
46;46;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
46;46;99a685cb-de85-41cf-9d6c-23159af52d5d
47;47;dde95fd4-5078-4e26-877d-087b0e809876
47;47;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
47;47;6a8cde9d-2e73-4894-a015-c9f29e03e6df
47;47;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
47;47;99a685cb-de85-41cf-9d6c-23159af52d5d
48;48;dde95fd4-5078-4e26-877d-087b0e809876
48;48;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
48;48;6a8cde9d-2e73-4894-a015-c9f29e03e6df
48;48;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
48;48;99a685cb-de85-41cf-9d6c-23159af52d5d
49;49;dde95fd4-5078-4e26-877d-087b0e809876
49;49;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
49;49;6a8cde9d-2e73-4894-a015-c9f29e03e6df
49;49;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
49;49;99a685cb-de85-41cf-9d6c-23159af52d5d
50;50;dde95fd4-5078-4e26-877d-087b0e809876
50;50;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
50;50;6a8cde9d-2e73-4894-a015-c9f29e03e6df
50;50;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
50;50;99a685cb-de85-41cf-9d6c-23159af52d5d
51;51;dde95fd4-5078-4e26-877d-087b0e809876
51;51;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
51;51;6a8cde9d-2e73-4894-a015-c9f29e03e6df
51;51;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
51;51;99a685cb-de85-41cf-9d6c-23159af52d5d
52;52;dde95fd4-5078-4e26-877d-087b0e809876
52;52;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
52;52;6a8cde9d-2e73-4894-a015-c9f29e03e6df
52;52;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
52;52;99a685cb-de85-41cf-9d6c-23159af52d5d
53;53;dde95fd4-5078-4e26-877d-087b0e809876
53;53;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
53;53;6a8cde9d-2e73-4894-a015-c9f29e03e6df
53;53;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
53;53;99a685cb-de85-41cf-9d6c-23159af52d5d
54;54;dde95fd4-5078-4e26-877d-087b0e809876
54;54;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
54;54;6a8cde9d-2e73-4894-a015-c9f29e03e6df
54;54;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
54;54;99a685cb-de85-41cf-9d6c-23159af52d5d
55;55;dde95fd4-5078-4e26-877d-087b0e809876
55;55;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
55;55;6a8cde9d-2e73-4894-a015-c9f29e03e6df
55;55;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
55;55;99a685cb-de85-41cf-9d6c-23159af52d5d
56;56;dde95fd4-5078-4e26-877d-087b0e809876
56;56;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
56;56;6a8cde9d-2e73-4894-a015-c9f29e03e6df
56;56;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
56;56;99a685cb-de85-41cf-9d6c-23159af52d5d
57;57;dde95fd4-5078-4e26-877d-087b0e809876
57;57;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
57;57;6a8cde9d-2e73-4894-a015-c9f29e03e6df
57;57;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
57;57;99a685cb-de85-41cf-9d6c-23159af52d5d
58;58;dde95fd4-5078-4e26-877d-087b0e809876
58;58;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
58;58;6a8cde9d-2e73-4894-a015-c9f29e03e6df
58;58;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
58;58;99a685cb-de85-41cf-9d6c-23159af52d5d
59;59;dde95fd4-5078-4e26-877d-087b0e809876
59;59;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
59;59;6a8cde9d-2e73-4894-a015-c9f29e03e6df
59;59;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
59;59;99a685cb-de85-41cf-9d6c-23159af52d5d
60;60;dde95fd4-5078-4e26-877d-087b0e809876
60;60;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
60;60;6a8cde9d-2e73-4894-a015-c9f29e03e6df
60;60;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
60;60;99a685cb-de85-41cf-9d6c-23159af52d5d
61;61;dde95fd4-5078-4e26-877d-087b0e809876
61;61;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
61;61;6a8cde9d-2e73-4894-a015-c9f29e03e6df
61;61;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
61;61;99a685cb-de85-41cf-9d6c-23159af52d5d
62;62;dde95fd4-5078-4e26-877d-087b0e809876
62;62;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
62;62;6a8cde9d-2e73-4894-a015-c9f29e03e6df
62;62;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
62;62;99a685cb-de85-41cf-9d6c-23159af52d5d
63;63;dde95fd4-5078-4e26-877d-087b0e809876
63;63;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
63;63;6a8cde9d-2e73-4894-a015-c9f29e03e6df
63;63;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
63;63;99a685cb-de85-41cf-9d6c-23159af52d5d
64;64;dde95fd4-5078-4e26-877d-087b0e809876
64;64;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
64;64;6a8cde9d-2e73-4894-a015-c9f29e03e6df
64;64;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
64;64;99a685cb-de85-41cf-9d6c-23159af52d5d
65;65;dde95fd4-5078-4e26-877d-087b0e809876
65;65;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
65;65;6a8cde9d-2e73-4894-a015-c9f29e03e6df
65;65;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
65;65;99a685cb-de85-41cf-9d6c-23159af52d5d
66;66;dde95fd4-5078-4e26-877d-087b0e809876
66;66;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
66;66;6a8cde9d-2e73-4894-a015-c9f29e03e6df
66;66;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
66;66;99a685cb-de85-41cf-9d6c-23159af52d5d
67;67;dde95fd4-5078-4e26-877d-087b0e809876
67;67;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
67;67;6a8cde9d-2e73-4894-a015-c9f29e03e6df
67;67;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
67;67;99a685cb-de85-41cf-9d6c-23159af52d5d
68;68;dde95fd4-5078-4e26-877d-087b0e809876
68;68;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
68;68;6a8cde9d-2e73-4894-a015-c9f29e03e6df
68;68;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
68;68;99a685cb-de85-41cf-9d6c-23159af52d5d
69;69;dde95fd4-5078-4e26-877d-087b0e809876
69;69;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
69;69;6a8cde9d-2e73-4894-a015-c9f29e03e6df
69;69;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
69;69;99a685cb-de85-41cf-9d6c-23159af52d5d
70;70;dde95fd4-5078-4e26-877d-087b0e809876
70;70;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
70;70;6a8cde9d-2e73-4894-a015-c9f29e03e6df
70;70;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
70;70;99a685cb-de85-41cf-9d6c-23159af52d5d
71;71;dde95fd4-5078-4e26-877d-087b0e809876
71;71;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
71;71;6a8cde9d-2e73-4894-a015-c9f29e03e6df
71;71;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
71;71;99a685cb-de85-41cf-9d6c-23159af52d5d
72;72;dde95fd4-5078-4e26-877d-087b0e809876
72;72;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
72;72;6a8cde9d-2e73-4894-a015-c9f29e03e6df
72;72;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
72;72;99a685cb-de85-41cf-9d6c-23159af52d5d
73;73;dde95fd4-5078-4e26-877d-087b0e809876
73;73;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
73;73;6a8cde9d-2e73-4894-a015-c9f29e03e6df
73;73;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
73;73;99a685cb-de85-41cf-9d6c-23159af52d5d
74;74;dde95fd4-5078-4e26-877d-087b0e809876
74;74;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
74;74;6a8cde9d-2e73-4894-a015-c9f29e03e6df
74;74;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
74;74;99a685cb-de85-41cf-9d6c-23159af52d5d
75;75;dde95fd4-5078-4e26-877d-087b0e809876
75;75;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
75;75;6a8cde9d-2e73-4894-a015-c9f29e03e6df
75;75;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
75;75;99a685cb-de85-41cf-9d6c-23159af52d5d
76;76;dde95fd4-5078-4e26-877d-087b0e809876
76;76;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
76;76;6a8cde9d-2e73-4894-a015-c9f29e03e6df
76;76;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
76;76;99a685cb-de85-41cf-9d6c-23159af52d5d
77;77;dde95fd4-5078-4e26-877d-087b0e809876
77;77;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
77;77;6a8cde9d-2e73-4894-a015-c9f29e03e6df
77;77;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
77;77;99a685cb-de85-41cf-9d6c-23159af52d5d
78;78;dde95fd4-5078-4e26-877d-087b0e809876
78;78;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
78;78;6a8cde9d-2e73-4894-a015-c9f29e03e6df
78;78;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
78;78;99a685cb-de85-41cf-9d6c-23159af52d5d
79;79;dde95fd4-5078-4e26-877d-087b0e809876
79;79;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
79;79;6a8cde9d-2e73-4894-a015-c9f29e03e6df
79;79;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
79;79;99a685cb-de85-41cf-9d6c-23159af52d5d
80;80;dde95fd4-5078-4e26-877d-087b0e809876
80;80;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
80;80;6a8cde9d-2e73-4894-a015-c9f29e03e6df
80;80;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
80;80;99a685cb-de85-41cf-9d6c-23159af52d5d
81;81;dde95fd4-5078-4e26-877d-087b0e809876
81;81;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
81;81;6a8cde9d-2e73-4894-a015-c9f29e03e6df
81;81;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
81;81;99a685cb-de85-41cf-9d6c-23159af52d5d
82;82;dde95fd4-5078-4e26-877d-087b0e809876
82;82;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
82;82;6a8cde9d-2e73-4894-a015-c9f29e03e6df
82;82;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
82;82;99a685cb-de85-41cf-9d6c-23159af52d5d
83;83;dde95fd4-5078-4e26-877d-087b0e809876
83;83;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
83;83;6a8cde9d-2e73-4894-a015-c9f29e03e6df
83;83;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
83;83;99a685cb-de85-41cf-9d6c-23159af52d5d
84;84;dde95fd4-5078-4e26-877d-087b0e809876
84;84;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
84;84;6a8cde9d-2e73-4894-a015-c9f29e03e6df
84;84;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
84;84;99a685cb-de85-41cf-9d6c-23159af52d5d
85;85;dde95fd4-5078-4e26-877d-087b0e809876
85;85;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
85;85;6a8cde9d-2e73-4894-a015-c9f29e03e6df
85;85;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
85;85;99a685cb-de85-41cf-9d6c-23159af52d5d
86;86;dde95fd4-5078-4e26-877d-087b0e809876
86;86;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
86;86;6a8cde9d-2e73-4894-a015-c9f29e03e6df
86;86;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
86;86;99a685cb-de85-41cf-9d6c-23159af52d5d
87;87;dde95fd4-5078-4e26-877d-087b0e809876
87;87;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
87;87;6a8cde9d-2e73-4894-a015-c9f29e03e6df
87;87;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
87;87;99a685cb-de85-41cf-9d6c-23159af52d5d
88;88;dde95fd4-5078-4e26-877d-087b0e809876
88;88;4faf5995-5bd0-446a-9f5f-b5d75bc50c18
88;88;6a8cde9d-2e73-4894-a015-c9f29e03e6df
88;88;0c114998-0ed9-47c9-8e70-0e2f2d6f40ea
