Tick;Step;DateTime;ID
11;11;2021-01-01T11:00:11.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
12;12;2021-01-01T11:00:12.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
12;12;2021-01-01T11:00:12.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
12;12;2021-01-01T11:00:12.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
13;13;2021-01-01T11:00:13.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
13;13;2021-01-01T11:00:13.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
13;13;2021-01-01T11:00:13.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
14;14;2021-01-01T11:00:14.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
14;14;2021-01-01T11:00:14.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
14;14;2021-01-01T11:00:14.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
15;15;2021-01-01T11:00:15.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
15;15;2021-01-01T11:00:15.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
15;15;2021-01-01T11:00:15.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
16;16;2021-01-01T11:00:16.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
16;16;2021-01-01T11:00:16.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
16;16;2021-01-01T11:00:16.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
17;17;2021-01-01T11:00:17.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
17;17;2021-01-01T11:00:17.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
17;17;2021-01-01T11:00:17.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
18;18;2021-01-01T11:00:18.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
18;18;2021-01-01T11:00:18.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
18;18;2021-01-01T11:00:18.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
19;19;2021-01-01T11:00:19.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
19;19;2021-01-01T11:00:19.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
19;19;2021-01-01T11:00:19.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
20;20;2021-01-01T11:00:20.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
20;20;2021-01-01T11:00:20.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
20;20;2021-01-01T11:00:20.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
21;21;2021-01-01T11:00:21.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
21;21;2021-01-01T11:00:21.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
21;21;2021-01-01T11:00:21.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
22;22;2021-01-01T11:00:22.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
22;22;2021-01-01T11:00:22.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
22;22;2021-01-01T11:00:22.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
23;23;2021-01-01T11:00:23.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
23;23;2021-01-01T11:00:23.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
23;23;2021-01-01T11:00:23.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
24;24;2021-01-01T11:00:24.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
24;24;2021-01-01T11:00:24.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
24;24;2021-01-01T11:00:24.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
25;25;2021-01-01T11:00:25.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
25;25;2021-01-01T11:00:25.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
25;25;2021-01-01T11:00:25.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
26;26;2021-01-01T11:00:26.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
26;26;2021-01-01T11:00:26.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
26;26;2021-01-01T11:00:26.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
27;27;2021-01-01T11:00:27.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
27;27;2021-01-01T11:00:27.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
27;27;2021-01-01T11:00:27.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
28;28;2021-01-01T11:00:28.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
28;28;2021-01-01T11:00:28.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
28;28;2021-01-01T11:00:28.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
29;29;2021-01-01T11:00:29.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
29;29;2021-01-01T11:00:29.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
29;29;2021-01-01T11:00:29.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
30;30;2021-01-01T11:00:30.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
30;30;2021-01-01T11:00:30.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
30;30;2021-01-01T11:00:30.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
31;31;2021-01-01T11:00:31.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
31;31;2021-01-01T11:00:31.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
31;31;2021-01-01T11:00:31.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
32;32;2021-01-01T11:00:32.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
32;32;2021-01-01T11:00:32.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
32;32;2021-01-01T11:00:32.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
33;33;2021-01-01T11:00:33.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
33;33;2021-01-01T11:00:33.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
33;33;2021-01-01T11:00:33.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
34;34;2021-01-01T11:00:34.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
34;34;2021-01-01T11:00:34.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
34;34;2021-01-01T11:00:34.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
35;35;2021-01-01T11:00:35.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
35;35;2021-01-01T11:00:35.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
35;35;2021-01-01T11:00:35.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
36;36;2021-01-01T11:00:36.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
36;36;2021-01-01T11:00:36.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
36;36;2021-01-01T11:00:36.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
37;37;2021-01-01T11:00:37.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
37;37;2021-01-01T11:00:37.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
37;37;2021-01-01T11:00:37.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
38;38;2021-01-01T11:00:38.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
38;38;2021-01-01T11:00:38.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
38;38;2021-01-01T11:00:38.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
39;39;2021-01-01T11:00:39.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
39;39;2021-01-01T11:00:39.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
39;39;2021-01-01T11:00:39.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
40;40;2021-01-01T11:00:40.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
40;40;2021-01-01T11:00:40.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
40;40;2021-01-01T11:00:40.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
41;41;2021-01-01T11:00:41.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
41;41;2021-01-01T11:00:41.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
41;41;2021-01-01T11:00:41.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
42;42;2021-01-01T11:00:42.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
42;42;2021-01-01T11:00:42.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
42;42;2021-01-01T11:00:42.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
43;43;2021-01-01T11:00:43.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
43;43;2021-01-01T11:00:43.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
43;43;2021-01-01T11:00:43.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
44;44;2021-01-01T11:00:44.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
44;44;2021-01-01T11:00:44.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
44;44;2021-01-01T11:00:44.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
45;45;2021-01-01T11:00:45.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
45;45;2021-01-01T11:00:45.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
45;45;2021-01-01T11:00:45.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
46;46;2021-01-01T11:00:46.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
46;46;2021-01-01T11:00:46.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
46;46;2021-01-01T11:00:46.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
47;47;2021-01-01T11:00:47.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
47;47;2021-01-01T11:00:47.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
47;47;2021-01-01T11:00:47.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
48;48;2021-01-01T11:00:48.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
48;48;2021-01-01T11:00:48.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
48;48;2021-01-01T11:00:48.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
49;49;2021-01-01T11:00:49.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
49;49;2021-01-01T11:00:49.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
49;49;2021-01-01T11:00:49.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
50;50;2021-01-01T11:00:50.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
50;50;2021-01-01T11:00:50.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
50;50;2021-01-01T11:00:50.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
51;51;2021-01-01T11:00:51.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
51;51;2021-01-01T11:00:51.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
51;51;2021-01-01T11:00:51.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
52;52;2021-01-01T11:00:52.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
52;52;2021-01-01T11:00:52.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
52;52;2021-01-01T11:00:52.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
53;53;2021-01-01T11:00:53.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
53;53;2021-01-01T11:00:53.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
53;53;2021-01-01T11:00:53.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
54;54;2021-01-01T11:00:54.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
54;54;2021-01-01T11:00:54.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
54;54;2021-01-01T11:00:54.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
55;55;2021-01-01T11:00:55.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
55;55;2021-01-01T11:00:55.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
55;55;2021-01-01T11:00:55.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
56;56;2021-01-01T11:00:56.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
56;56;2021-01-01T11:00:56.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
56;56;2021-01-01T11:00:56.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
57;57;2021-01-01T11:00:57.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
57;57;2021-01-01T11:00:57.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
57;57;2021-01-01T11:00:57.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
58;58;2021-01-01T11:00:58.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
58;58;2021-01-01T11:00:58.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
58;58;2021-01-01T11:00:58.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
59;59;2021-01-01T11:00:59.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
59;59;2021-01-01T11:00:59.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
59;59;2021-01-01T11:00:59.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
60;60;2021-01-01T11:01:00.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
60;60;2021-01-01T11:01:00.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
60;60;2021-01-01T11:01:00.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
61;61;2021-01-01T11:01:01.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
61;61;2021-01-01T11:01:01.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
61;61;2021-01-01T11:01:01.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
62;62;2021-01-01T11:01:02.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
62;62;2021-01-01T11:01:02.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
62;62;2021-01-01T11:01:02.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
63;63;2021-01-01T11:01:03.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
63;63;2021-01-01T11:01:03.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
63;63;2021-01-01T11:01:03.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
64;64;2021-01-01T11:01:04.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
64;64;2021-01-01T11:01:04.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
64;64;2021-01-01T11:01:04.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
65;65;2021-01-01T11:01:05.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
65;65;2021-01-01T11:01:05.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
65;65;2021-01-01T11:01:05.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
66;66;2021-01-01T11:01:06.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
66;66;2021-01-01T11:01:06.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
66;66;2021-01-01T11:01:06.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
67;67;2021-01-01T11:01:07.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
67;67;2021-01-01T11:01:07.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
67;67;2021-01-01T11:01:07.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
68;68;2021-01-01T11:01:08.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
68;68;2021-01-01T11:01:08.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
68;68;2021-01-01T11:01:08.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
69;69;2021-01-01T11:01:09.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
69;69;2021-01-01T11:01:09.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
69;69;2021-01-01T11:01:09.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
70;70;2021-01-01T11:01:10.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
70;70;2021-01-01T11:01:10.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
70;70;2021-01-01T11:01:10.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
71;71;2021-01-01T11:01:11.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
71;71;2021-01-01T11:01:11.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
71;71;2021-01-01T11:01:11.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
72;72;2021-01-01T11:01:12.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
72;72;2021-01-01T11:01:12.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
72;72;2021-01-01T11:01:12.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
73;73;2021-01-01T11:01:13.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
73;73;2021-01-01T11:01:13.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
73;73;2021-01-01T11:01:13.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
74;74;2021-01-01T11:01:14.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
74;74;2021-01-01T11:01:14.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
74;74;2021-01-01T11:01:14.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
75;75;2021-01-01T11:01:15.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
75;75;2021-01-01T11:01:15.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
75;75;2021-01-01T11:01:15.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
76;76;2021-01-01T11:01:16.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
76;76;2021-01-01T11:01:16.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
76;76;2021-01-01T11:01:16.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
77;77;2021-01-01T11:01:17.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
77;77;2021-01-01T11:01:17.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
77;77;2021-01-01T11:01:17.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
78;78;2021-01-01T11:01:18.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
78;78;2021-01-01T11:01:18.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
78;78;2021-01-01T11:01:18.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
79;79;2021-01-01T11:01:19.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
79;79;2021-01-01T11:01:19.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
79;79;2021-01-01T11:01:19.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
80;80;2021-01-01T11:01:20.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
80;80;2021-01-01T11:01:20.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
80;80;2021-01-01T11:01:20.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
81;81;2021-01-01T11:01:21.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
81;81;2021-01-01T11:01:21.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
81;81;2021-01-01T11:01:21.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
82;82;2021-01-01T11:01:22.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
82;82;2021-01-01T11:01:22.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
82;82;2021-01-01T11:01:22.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
83;83;2021-01-01T11:01:23.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
83;83;2021-01-01T11:01:23.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
83;83;2021-01-01T11:01:23.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
84;84;2021-01-01T11:01:24.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
84;84;2021-01-01T11:01:24.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
84;84;2021-01-01T11:01:24.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
85;85;2021-01-01T11:01:25.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
85;85;2021-01-01T11:01:25.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
85;85;2021-01-01T11:01:25.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
86;86;2021-01-01T11:01:26.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
86;86;2021-01-01T11:01:26.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
86;86;2021-01-01T11:01:26.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
87;87;2021-01-01T11:01:27.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
87;87;2021-01-01T11:01:27.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
87;87;2021-01-01T11:01:27.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
88;88;2021-01-01T11:01:28.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
88;88;2021-01-01T11:01:28.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
88;88;2021-01-01T11:01:28.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
89;89;2021-01-01T11:01:29.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
89;89;2021-01-01T11:01:29.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
89;89;2021-01-01T11:01:29.0000000+01:00;2205b456-3d0b-43d3-bf1c-167395c909c4
90;90;2021-01-01T11:01:30.0000000+01:00;e7c373a6-4f60-4419-8aba-18393c79ed14
90;90;2021-01-01T11:01:30.0000000+01:00;ee2e4319-221c-47a9-8c27-ab92a39e832d
