Tick,Step,DateTime,_initNumFriends,_initNumKins,FriendWeight,KinWeight,LocationName,moveProbabilityCamp,moveProbabilityOther,X,Y,ID
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,a37bc1da-e248-4e55-9c74-b95b6fcc268f
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Jisr-Ash-Shugur,0.3,0.7,36,338349303348515,35,813864542252794,8832021e-bdb0-4694-93d0-e7a113da8745
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,65258c27-2f4e-4459-8171-fc02efacb5dd
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,de419766-b2ac-4fd7-a140-af651711bb80
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,8e10a953-f66d-44e5-abbc-fa776d9b62bc
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,d2c59cb0-0af7-4ba8-b31d-42cc7bfb6bbb
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dhameer,0.3,0.7,37,118446223371514,33,411946604449604,4f4ccb6f-efba-4740-8a41-7427bacc267b
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Al-Hasakeh,0.3,0.7,40,62082550520041,36,48769336249813,73cada41-b681-4127-abdf-ae53670bf9eb
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Al-Malikeyyeh,0.3,0.7,42,13440967643233,37,08724893335899,08c1b157-0476-4515-9166-6e86dee799a5
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Darkosh,0.3,0.7,36,395110687299,35,969939385068955,251c7e14-2170-46f6-be5e-9e20f893ae8f
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,d647c181-aadb-427a-938b-7d94df90d2fb
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,84c3635c-7b44-4ca2-ac2e-68cf3a122041
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,b28debf9-399c-4427-a552-f1f64dd86db4
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Qteilbiyyeh,0.3,0.7,36,04459533306842,35,27429501305894,f1f928a5-6115-48ff-a32f-79b33ea5292a
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Mashnaf,0.3,0.7,37,06836557652504,32,7769333439661,53e53ce8-3abe-4046-a35d-d22846399993
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dalyeh,0.3,0.7,36,16599863551507,35,2671441435126,affe6843-8be3-41e8-9ac7-0648b27ef06a
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,75ede43b-30a6-48a7-aa17-2263aba88e4f
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,09a7a14c-a2fb-46d9-a8cd-647652f2f5be
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maliha,0.3,0.7,36,410178745290914,33,45322601674138,eb362909-1fc4-4477-8bd6-03d88498a0d3
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Lower Shyookh,0.3,0.7,38,13495020628959,36,76148352230608,4ffef64b-d1f7-4027-ab40-0387502165b3
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,700e4538-5a16-42ea-8344-cf4e9866ef80
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,5880afd6-3e35-4dcf-99cd-5d7d93a5c79d
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,e713cde1-477e-4b2d-9beb-a2d0cc61384a
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,1089992f-01d9-4f57-a277-ed7ed1fb9857
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,67f59ec0-252a-4007-a7a9-273be76b205b
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Mashnaf,0.3,0.7,37,06836557652504,32,7769333439661,9f077b99-2f49-4197-ad9d-c520fdc07f9a
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,4a6906c6-6480-4c87-900f-86f0273cce6e
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,60aa464f-d892-48de-b464-7fe00b54e5a4
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Qourqeena,0.3,0.7,36,605789242915186,36,16019681788162,9e1459cc-1cb2-4608-884a-289cf3dbd681
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,12e349e7-875c-4b97-a429-5b6fcfa8168d
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,8ad5f312-ef15-4bf6-9b6c-f5b5a7126a40
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Mashnaf,0.3,0.7,37,06836557652504,32,7769333439661,f9d471e9-80af-4613-b4b4-68ed6842e323
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,0d1c706d-034e-4bcd-ba46-f55cbb9923d6
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Qourqeena,0.3,0.7,36,605789242915186,36,16019681788162,7a6d93a1-4623-474c-9d58-0c498ea3d660
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Qourqeena,0.3,0.7,36,605789242915186,36,16019681788162,5aa8920f-0e15-42f6-9b4a-c735eeaeba7f
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,1ed20b2a-f3d8-491f-b6a1-13a5b7c465d0
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,246e69cf-f9df-41ae-bdda-c5a6bd9b7266
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Menbij,0.3,0.7,37,93225926208177,36,49573798671727,8c1a9b02-2756-43f8-a572-9e020339f372
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,c324f9f7-61f4-4726-88eb-f5f2bfe45fea
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,bf766167-c32f-45c3-a6a4-0328faafe7d6
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,0d42b707-bd3f-4165-bdc5-196206d886dd
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Al-Hasakeh,0.3,0.7,40,62082550520041,36,48769336249813,48eff099-3e53-4452-91f9-a56cffc166df
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,9f985928-220e-4dca-b587-75cb4ed66f2b
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Sharan,0.3,0.7,36,94504794513641,36,65730477631623,b977d8fa-057f-449c-bb2a-00b495320a24
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,30829b21-5fab-479c-9aa2-b182eb3a5bf5
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Lower Shyookh,0.3,0.7,38,13495020628959,36,76148352230608,fb4feb8a-cd70-4914-b1d6-fff0a3d48181
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Jarablus,0.3,0.7,37,96519033423447,36,7179427390824,0e7ecaee-6d54-4a9d-ae67-071e75c40455
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,530795a7-bc29-4a87-8221-20f90f91612b
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,2ef532a9-5273-4159-8df5-fd444ead7e0d
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,02ac835b-765c-451f-8681-d455f31f4adf
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,02fad7e4-7e05-4b8e-b27f-d2d4b22f1e9e
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,260f454c-e6f6-4200-b406-3ce385c33132
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,3b08521b-d9fb-4a27-ab00-6e17343df550
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,c13eb7f4-ddfe-4d41-85dc-50b0a1158dc6
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,6b67eb23-185a-4107-a496-7a99919c67f6
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Dana,0.3,0.7,36,73287531956084,36,23486087248525,2372abab-d7a2-40b6-9893-aa870fe33ab4
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Jarablus,0.3,0.7,37,96519033423447,36,7179427390824,2fc02e31-4c70-4137-874c-85030f81bc9c
2,2,2011-03-03T00:00:00.0000000,2,2,0.25,0.25,Maaret Tamsrin,0.3,0.7,36,65286352047995,36,050550082911826,5effebde-817b-47d6-919e-6dc8cebdb869
