Tick;Step;DateTime;ActionPoints;Alive;Color;Energy;GamePoints;MemberId;RemainingShots;Stance;TeamName;VisibilityRange;VisualRange;WasTaggedLastTick;XCor;XSpawn;YCor;YSpawn;X;Y;ID
808;808;2021-01-01T11:13:28.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
808;808;2021-01-01T11:13:28.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;26;1;24;1;26;24;01c1a908-a3a5-43dd-8629-5633e8b0a088
808;808;2021-01-01T11:13:28.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
808;808;2021-01-01T11:13:28.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
808;808;2021-01-01T11:13:28.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
808;808;2021-01-01T11:13:28.0000000+01:00;4;True;Red;100;150;3;1;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
808;808;2021-01-01T11:13:28.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
808;808;2021-01-01T11:13:28.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
809;809;2021-01-01T11:13:29.0000000+01:00;4;True;Red;100;620;2;1;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
809;809;2021-01-01T11:13:29.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
809;809;2021-01-01T11:13:29.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;27;1;24;1;27;24;01c1a908-a3a5-43dd-8629-5633e8b0a088
809;809;2021-01-01T11:13:29.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
809;809;2021-01-01T11:13:29.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
809;809;2021-01-01T11:13:29.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
809;809;2021-01-01T11:13:29.0000000+01:00;4;True;Red;100;150;3;0;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
809;809;2021-01-01T11:13:29.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
809;809;2021-01-01T11:13:29.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
810;810;2021-01-01T11:13:30.0000000+01:00;4;True;Red;100;620;2;0;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
810;810;2021-01-01T11:13:30.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
810;810;2021-01-01T11:13:30.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;28;1;24;1;28;24;01c1a908-a3a5-43dd-8629-5633e8b0a088
810;810;2021-01-01T11:13:30.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
810;810;2021-01-01T11:13:30.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
810;810;2021-01-01T11:13:30.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
810;810;2021-01-01T11:13:30.0000000+01:00;1;True;Red;100;150;3;4;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
810;810;2021-01-01T11:13:30.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
810;810;2021-01-01T11:13:30.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
811;811;2021-01-01T11:13:31.0000000+01:00;1;True;Red;100;620;2;4;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
811;811;2021-01-01T11:13:31.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
811;811;2021-01-01T11:13:31.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;29;1;24;1;29;24;01c1a908-a3a5-43dd-8629-5633e8b0a088
811;811;2021-01-01T11:13:31.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
811;811;2021-01-01T11:13:31.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
811;811;2021-01-01T11:13:31.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
811;811;2021-01-01T11:13:31.0000000+01:00;4;True;Red;100;150;3;3;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
811;811;2021-01-01T11:13:31.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
811;811;2021-01-01T11:13:31.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
812;812;2021-01-01T11:13:32.0000000+01:00;4;True;Red;100;620;2;3;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
812;812;2021-01-01T11:13:32.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
812;812;2021-01-01T11:13:32.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;30;1;24;1;30;24;01c1a908-a3a5-43dd-8629-5633e8b0a088
812;812;2021-01-01T11:13:32.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
812;812;2021-01-01T11:13:32.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
812;812;2021-01-01T11:13:32.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
812;812;2021-01-01T11:13:32.0000000+01:00;4;True;Red;100;150;3;2;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
812;812;2021-01-01T11:13:32.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
812;812;2021-01-01T11:13:32.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
813;813;2021-01-01T11:13:33.0000000+01:00;4;True;Red;100;620;2;2;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
813;813;2021-01-01T11:13:33.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
813;813;2021-01-01T11:13:33.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;31;1;24;1;31;24;01c1a908-a3a5-43dd-8629-5633e8b0a088
813;813;2021-01-01T11:13:33.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
813;813;2021-01-01T11:13:33.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
813;813;2021-01-01T11:13:33.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
813;813;2021-01-01T11:13:33.0000000+01:00;4;True;Red;100;150;3;1;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
813;813;2021-01-01T11:13:33.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
813;813;2021-01-01T11:13:33.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
814;814;2021-01-01T11:13:34.0000000+01:00;4;True;Red;100;620;2;1;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
814;814;2021-01-01T11:13:34.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
814;814;2021-01-01T11:13:34.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;32;1;24;1;32;24;01c1a908-a3a5-43dd-8629-5633e8b0a088
814;814;2021-01-01T11:13:34.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
814;814;2021-01-01T11:13:34.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
814;814;2021-01-01T11:13:34.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
814;814;2021-01-01T11:13:34.0000000+01:00;4;True;Red;100;150;3;0;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
814;814;2021-01-01T11:13:34.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
814;814;2021-01-01T11:13:34.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
815;815;2021-01-01T11:13:35.0000000+01:00;4;True;Red;100;620;2;0;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
815;815;2021-01-01T11:13:35.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
815;815;2021-01-01T11:13:35.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;33;1;24;1;33;24;01c1a908-a3a5-43dd-8629-5633e8b0a088
815;815;2021-01-01T11:13:35.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
815;815;2021-01-01T11:13:35.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
815;815;2021-01-01T11:13:35.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
815;815;2021-01-01T11:13:35.0000000+01:00;1;True;Red;100;150;3;4;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
815;815;2021-01-01T11:13:35.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
815;815;2021-01-01T11:13:35.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
816;816;2021-01-01T11:13:36.0000000+01:00;1;True;Red;100;620;2;4;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
816;816;2021-01-01T11:13:36.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
816;816;2021-01-01T11:13:36.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;34;1;23;1;34;23;01c1a908-a3a5-43dd-8629-5633e8b0a088
816;816;2021-01-01T11:13:36.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
816;816;2021-01-01T11:13:36.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
816;816;2021-01-01T11:13:36.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
816;816;2021-01-01T11:13:36.0000000+01:00;4;True;Red;100;150;3;3;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
816;816;2021-01-01T11:13:36.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
816;816;2021-01-01T11:13:36.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
817;817;2021-01-01T11:13:37.0000000+01:00;4;True;Red;100;620;2;3;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
817;817;2021-01-01T11:13:37.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
817;817;2021-01-01T11:13:37.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;35;1;22;1;35;22;01c1a908-a3a5-43dd-8629-5633e8b0a088
817;817;2021-01-01T11:13:37.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
817;817;2021-01-01T11:13:37.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
817;817;2021-01-01T11:13:37.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
817;817;2021-01-01T11:13:37.0000000+01:00;4;True;Red;100;150;3;2;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
817;817;2021-01-01T11:13:37.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
817;817;2021-01-01T11:13:37.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
818;818;2021-01-01T11:13:38.0000000+01:00;4;True;Red;100;620;2;2;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
818;818;2021-01-01T11:13:38.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
818;818;2021-01-01T11:13:38.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;35;1;21;1;35;21;01c1a908-a3a5-43dd-8629-5633e8b0a088
818;818;2021-01-01T11:13:38.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
818;818;2021-01-01T11:13:38.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
818;818;2021-01-01T11:13:38.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
818;818;2021-01-01T11:13:38.0000000+01:00;4;True;Red;100;150;3;1;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
818;818;2021-01-01T11:13:38.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
818;818;2021-01-01T11:13:38.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
819;819;2021-01-01T11:13:39.0000000+01:00;4;True;Red;100;620;2;1;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
819;819;2021-01-01T11:13:39.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
819;819;2021-01-01T11:13:39.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;35;1;20;1;35;20;01c1a908-a3a5-43dd-8629-5633e8b0a088
819;819;2021-01-01T11:13:39.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
819;819;2021-01-01T11:13:39.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
819;819;2021-01-01T11:13:39.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
819;819;2021-01-01T11:13:39.0000000+01:00;4;True;Red;100;150;3;0;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
819;819;2021-01-01T11:13:39.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
819;819;2021-01-01T11:13:39.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
820;820;2021-01-01T11:13:40.0000000+01:00;4;True;Red;100;620;2;0;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
820;820;2021-01-01T11:13:40.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
820;820;2021-01-01T11:13:40.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;35;1;19;1;35;19;01c1a908-a3a5-43dd-8629-5633e8b0a088
820;820;2021-01-01T11:13:40.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
820;820;2021-01-01T11:13:40.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
820;820;2021-01-01T11:13:40.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
820;820;2021-01-01T11:13:40.0000000+01:00;1;True;Red;100;150;3;4;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
820;820;2021-01-01T11:13:40.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
820;820;2021-01-01T11:13:40.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
821;821;2021-01-01T11:13:41.0000000+01:00;1;True;Red;100;620;2;4;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
821;821;2021-01-01T11:13:41.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
821;821;2021-01-01T11:13:41.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;35;1;18;1;35;18;01c1a908-a3a5-43dd-8629-5633e8b0a088
821;821;2021-01-01T11:13:41.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
821;821;2021-01-01T11:13:41.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
821;821;2021-01-01T11:13:41.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
821;821;2021-01-01T11:13:41.0000000+01:00;4;True;Red;100;150;3;3;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
821;821;2021-01-01T11:13:41.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
821;821;2021-01-01T11:13:41.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
822;822;2021-01-01T11:13:42.0000000+01:00;4;True;Red;100;620;2;3;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
822;822;2021-01-01T11:13:42.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
822;822;2021-01-01T11:13:42.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;35;1;17;1;35;17;01c1a908-a3a5-43dd-8629-5633e8b0a088
822;822;2021-01-01T11:13:42.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
822;822;2021-01-01T11:13:42.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
822;822;2021-01-01T11:13:42.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
822;822;2021-01-01T11:13:42.0000000+01:00;4;True;Red;100;150;3;2;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
822;822;2021-01-01T11:13:42.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
822;822;2021-01-01T11:13:42.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
823;823;2021-01-01T11:13:43.0000000+01:00;4;True;Red;100;620;2;2;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
823;823;2021-01-01T11:13:43.0000000+01:00;0;False;Yellow;-7;0;4;0;Standing;ViviMindCopy;10;10;False;25;25;37;49;25;37;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
823;823;2021-01-01T11:13:43.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;36;1;16;1;36;16;01c1a908-a3a5-43dd-8629-5633e8b0a088
823;823;2021-01-01T11:13:43.0000000+01:00;0;False;Yellow;-8;0;6;2;Standing;ViviMindCopy;10;10;True;32;26;26;50;32;26;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
823;823;2021-01-01T11:13:43.0000000+01:00;0;False;Yellow;-5;10;5;0;Standing;ViviMindCopy;10;10;False;25;25;37;50;25;37;00339bfd-005a-468d-9db2-94ced9d4fd90
823;823;2021-01-01T11:13:43.0000000+01:00;0;False;Blue;-2;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
823;823;2021-01-01T11:13:43.0000000+01:00;4;True;Red;100;150;3;1;Standing;ViviMind;10;10;False;49;2;1;1;49;1;44a9575a-9e7d-4429-b517-fed6e9633e20
823;823;2021-01-01T11:13:43.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
823;823;2021-01-01T11:13:43.0000000+01:00;0;False;Blue;-4;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
824;824;2021-01-01T11:13:44.0000000+01:00;4;True;Red;100;620;2;1;Standing;ViviMind;10;10;False;49;1;1;2;49;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
