Tick;Step;DateTime;ActionPoints;Alive;Color;Energy;GamePoints;MemberId;RemainingShots;Stance;TeamName;VisibilityRange;VisualRange;WasTaggedLastTick;XCor;XSpawn;YCor;YSpawn;X;Y;ID
0;0;2021-01-01T11:00:00.0000000+01:00;10;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;1;1;2;2;1;2;20b2fce2-682b-4e3e-8c47-5e167a664e46
0;0;2021-01-01T11:00:00.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;25;25;49;49;25;49;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
0;0;2021-01-01T11:00:00.0000000+01:00;10;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;1;1;1;1;1;1;01c1a908-a3a5-43dd-8629-5633e8b0a088
0;0;2021-01-01T11:00:00.0000000+01:00;10;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;26;26;50;50;26;50;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
0;0;2021-01-01T11:00:00.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;25;25;50;50;25;50;00339bfd-005a-468d-9db2-94ced9d4fd90
0;0;2021-01-01T11:00:00.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
0;0;2021-01-01T11:00:00.0000000+01:00;10;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;2;2;1;1;2;1;44a9575a-9e7d-4429-b517-fed6e9633e20
0;0;2021-01-01T11:00:00.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
0;0;2021-01-01T11:00:00.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
1;1;2021-01-01T11:00:01.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;1;1;2;2;1;2;20b2fce2-682b-4e3e-8c47-5e167a664e46
1;1;2021-01-01T11:00:01.0000000+01:00;9;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;25;25;49;49;25;49;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
1;1;2021-01-01T11:00:01.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;2;1;1;1;2;1;01c1a908-a3a5-43dd-8629-5633e8b0a088
1;1;2021-01-01T11:00:01.0000000+01:00;9;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;26;26;50;50;26;50;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
1;1;2021-01-01T11:00:01.0000000+01:00;9;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;25;25;50;50;25;50;00339bfd-005a-468d-9db2-94ced9d4fd90
1;1;2021-01-01T11:00:01.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
1;1;2021-01-01T11:00:01.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;3;2;1;1;3;1;44a9575a-9e7d-4429-b517-fed6e9633e20
1;1;2021-01-01T11:00:01.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
1;1;2021-01-01T11:00:01.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
2;2;2021-01-01T11:00:02.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;2;1;1;2;2;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
2;2;2021-01-01T11:00:02.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;25;25;49;49;25;49;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
2;2;2021-01-01T11:00:02.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;3;1;1;1;3;1;01c1a908-a3a5-43dd-8629-5633e8b0a088
2;2;2021-01-01T11:00:02.0000000+01:00;9;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;49;50;25;49;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
2;2;2021-01-01T11:00:02.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;25;25;50;50;25;50;00339bfd-005a-468d-9db2-94ced9d4fd90
2;2;2021-01-01T11:00:02.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
2;2;2021-01-01T11:00:02.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;4;2;2;1;4;2;44a9575a-9e7d-4429-b517-fed6e9633e20
2;2;2021-01-01T11:00:02.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
2;2;2021-01-01T11:00:02.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
3;3;2021-01-01T11:00:03.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;3;1;1;2;3;1;20b2fce2-682b-4e3e-8c47-5e167a664e46
3;3;2021-01-01T11:00:03.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;25;25;49;49;25;49;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
3;3;2021-01-01T11:00:03.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;4;1;2;1;4;2;01c1a908-a3a5-43dd-8629-5633e8b0a088
3;3;2021-01-01T11:00:03.0000000+01:00;10;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;49;50;25;49;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
3;3;2021-01-01T11:00:03.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;25;25;50;50;25;50;00339bfd-005a-468d-9db2-94ced9d4fd90
3;3;2021-01-01T11:00:03.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
3;3;2021-01-01T11:00:03.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;5;2;3;1;5;3;44a9575a-9e7d-4429-b517-fed6e9633e20
3;3;2021-01-01T11:00:03.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
3;3;2021-01-01T11:00:03.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
4;4;2021-01-01T11:00:04.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;4;1;2;2;4;2;20b2fce2-682b-4e3e-8c47-5e167a664e46
4;4;2021-01-01T11:00:04.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;25;25;49;49;25;49;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
4;4;2021-01-01T11:00:04.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;5;1;3;1;5;3;01c1a908-a3a5-43dd-8629-5633e8b0a088
4;4;2021-01-01T11:00:04.0000000+01:00;10;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;48;50;25;48;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
4;4;2021-01-01T11:00:04.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;25;25;49;50;25;49;00339bfd-005a-468d-9db2-94ced9d4fd90
4;4;2021-01-01T11:00:04.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
4;4;2021-01-01T11:00:04.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;6;2;4;1;6;4;44a9575a-9e7d-4429-b517-fed6e9633e20
4;4;2021-01-01T11:00:04.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
4;4;2021-01-01T11:00:04.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
5;5;2021-01-01T11:00:05.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;5;1;3;2;5;3;20b2fce2-682b-4e3e-8c47-5e167a664e46
5;5;2021-01-01T11:00:05.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;25;25;49;49;25;49;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
5;5;2021-01-01T11:00:05.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;6;1;4;1;6;4;01c1a908-a3a5-43dd-8629-5633e8b0a088
5;5;2021-01-01T11:00:05.0000000+01:00;10;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;48;50;25;48;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
5;5;2021-01-01T11:00:05.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;25;25;49;50;25;49;00339bfd-005a-468d-9db2-94ced9d4fd90
5;5;2021-01-01T11:00:05.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
5;5;2021-01-01T11:00:05.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;7;2;5;1;7;5;44a9575a-9e7d-4429-b517-fed6e9633e20
5;5;2021-01-01T11:00:05.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
5;5;2021-01-01T11:00:05.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
6;6;2021-01-01T11:00:06.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;6;1;4;2;6;4;20b2fce2-682b-4e3e-8c47-5e167a664e46
6;6;2021-01-01T11:00:06.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;25;25;49;49;25;49;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
6;6;2021-01-01T11:00:06.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;7;1;5;1;7;5;01c1a908-a3a5-43dd-8629-5633e8b0a088
6;6;2021-01-01T11:00:06.0000000+01:00;9;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;24;26;47;50;24;47;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
6;6;2021-01-01T11:00:06.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;24;25;48;50;24;48;00339bfd-005a-468d-9db2-94ced9d4fd90
6;6;2021-01-01T11:00:06.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
6;6;2021-01-01T11:00:06.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;8;2;5;1;8;5;44a9575a-9e7d-4429-b517-fed6e9633e20
6;6;2021-01-01T11:00:06.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
6;6;2021-01-01T11:00:06.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
7;7;2021-01-01T11:00:07.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;7;1;5;2;7;5;20b2fce2-682b-4e3e-8c47-5e167a664e46
7;7;2021-01-01T11:00:07.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;25;25;49;49;25;49;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
7;7;2021-01-01T11:00:07.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;8;1;5;1;8;5;01c1a908-a3a5-43dd-8629-5633e8b0a088
7;7;2021-01-01T11:00:07.0000000+01:00;9;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;24;26;46;50;24;46;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
7;7;2021-01-01T11:00:07.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;24;25;48;50;24;48;00339bfd-005a-468d-9db2-94ced9d4fd90
7;7;2021-01-01T11:00:07.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
7;7;2021-01-01T11:00:07.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;9;2;6;1;9;6;44a9575a-9e7d-4429-b517-fed6e9633e20
7;7;2021-01-01T11:00:07.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
7;7;2021-01-01T11:00:07.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
8;8;2021-01-01T11:00:08.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;8;1;5;2;8;5;20b2fce2-682b-4e3e-8c47-5e167a664e46
8;8;2021-01-01T11:00:08.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;24;25;48;49;24;48;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
8;8;2021-01-01T11:00:08.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;9;1;6;1;9;6;01c1a908-a3a5-43dd-8629-5633e8b0a088
8;8;2021-01-01T11:00:08.0000000+01:00;9;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;24;26;45;50;24;45;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
8;8;2021-01-01T11:00:08.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;24;25;48;50;24;48;00339bfd-005a-468d-9db2-94ced9d4fd90
8;8;2021-01-01T11:00:08.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
8;8;2021-01-01T11:00:08.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;10;2;7;1;10;7;44a9575a-9e7d-4429-b517-fed6e9633e20
8;8;2021-01-01T11:00:08.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
8;8;2021-01-01T11:00:08.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
9;9;2021-01-01T11:00:09.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;9;1;6;2;9;6;20b2fce2-682b-4e3e-8c47-5e167a664e46
9;9;2021-01-01T11:00:09.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;24;25;48;49;24;48;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
9;9;2021-01-01T11:00:09.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;10;1;7;1;10;7;01c1a908-a3a5-43dd-8629-5633e8b0a088
9;9;2021-01-01T11:00:09.0000000+01:00;9;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;44;50;25;44;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
9;9;2021-01-01T11:00:09.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;24;25;48;50;24;48;00339bfd-005a-468d-9db2-94ced9d4fd90
9;9;2021-01-01T11:00:09.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
9;9;2021-01-01T11:00:09.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;11;2;8;1;11;8;44a9575a-9e7d-4429-b517-fed6e9633e20
9;9;2021-01-01T11:00:09.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
9;9;2021-01-01T11:00:09.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
10;10;2021-01-01T11:00:10.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;10;1;7;2;10;7;20b2fce2-682b-4e3e-8c47-5e167a664e46
10;10;2021-01-01T11:00:10.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;24;25;48;49;24;48;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
10;10;2021-01-01T11:00:10.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;11;1;8;1;11;8;01c1a908-a3a5-43dd-8629-5633e8b0a088
10;10;2021-01-01T11:00:10.0000000+01:00;9;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;43;50;25;43;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
10;10;2021-01-01T11:00:10.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;24;25;47;50;24;47;00339bfd-005a-468d-9db2-94ced9d4fd90
10;10;2021-01-01T11:00:10.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
10;10;2021-01-01T11:00:10.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;12;2;9;1;12;9;44a9575a-9e7d-4429-b517-fed6e9633e20
10;10;2021-01-01T11:00:10.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
10;10;2021-01-01T11:00:10.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
11;11;2021-01-01T11:00:11.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;11;1;8;2;11;8;20b2fce2-682b-4e3e-8c47-5e167a664e46
11;11;2021-01-01T11:00:11.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;24;25;48;49;24;48;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
11;11;2021-01-01T11:00:11.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;12;1;9;1;12;9;01c1a908-a3a5-43dd-8629-5633e8b0a088
11;11;2021-01-01T11:00:11.0000000+01:00;9;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;42;50;25;42;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
11;11;2021-01-01T11:00:11.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;24;25;47;50;24;47;00339bfd-005a-468d-9db2-94ced9d4fd90
11;11;2021-01-01T11:00:11.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
11;11;2021-01-01T11:00:11.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;13;2;10;1;13;10;44a9575a-9e7d-4429-b517-fed6e9633e20
11;11;2021-01-01T11:00:11.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
11;11;2021-01-01T11:00:11.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
12;12;2021-01-01T11:00:12.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;12;1;9;2;12;9;20b2fce2-682b-4e3e-8c47-5e167a664e46
12;12;2021-01-01T11:00:12.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;24;25;48;49;24;48;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
12;12;2021-01-01T11:00:12.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;13;1;10;1;13;10;01c1a908-a3a5-43dd-8629-5633e8b0a088
12;12;2021-01-01T11:00:12.0000000+01:00;9;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;41;50;25;41;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
12;12;2021-01-01T11:00:12.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;24;25;47;50;24;47;00339bfd-005a-468d-9db2-94ced9d4fd90
12;12;2021-01-01T11:00:12.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
12;12;2021-01-01T11:00:12.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;14;2;11;1;14;11;44a9575a-9e7d-4429-b517-fed6e9633e20
12;12;2021-01-01T11:00:12.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
12;12;2021-01-01T11:00:12.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
13;13;2021-01-01T11:00:13.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;13;1;10;2;13;10;20b2fce2-682b-4e3e-8c47-5e167a664e46
13;13;2021-01-01T11:00:13.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;24;25;48;49;24;48;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
13;13;2021-01-01T11:00:13.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;14;1;11;1;14;11;01c1a908-a3a5-43dd-8629-5633e8b0a088
13;13;2021-01-01T11:00:13.0000000+01:00;9;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;40;50;25;40;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
13;13;2021-01-01T11:00:13.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;23;25;46;50;23;46;00339bfd-005a-468d-9db2-94ced9d4fd90
13;13;2021-01-01T11:00:13.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
13;13;2021-01-01T11:00:13.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;14;2;12;1;14;12;44a9575a-9e7d-4429-b517-fed6e9633e20
13;13;2021-01-01T11:00:13.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
13;13;2021-01-01T11:00:13.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
14;14;2021-01-01T11:00:14.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;14;1;11;2;14;11;20b2fce2-682b-4e3e-8c47-5e167a664e46
14;14;2021-01-01T11:00:14.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;24;25;48;49;24;48;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
14;14;2021-01-01T11:00:14.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;14;1;12;1;14;12;01c1a908-a3a5-43dd-8629-5633e8b0a088
14;14;2021-01-01T11:00:14.0000000+01:00;10;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;40;50;25;40;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
14;14;2021-01-01T11:00:14.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;23;25;46;50;23;46;00339bfd-005a-468d-9db2-94ced9d4fd90
14;14;2021-01-01T11:00:14.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
14;14;2021-01-01T11:00:14.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;13;2;13;1;13;13;44a9575a-9e7d-4429-b517-fed6e9633e20
14;14;2021-01-01T11:00:14.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
14;14;2021-01-01T11:00:14.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
15;15;2021-01-01T11:00:15.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;14;1;12;2;14;12;20b2fce2-682b-4e3e-8c47-5e167a664e46
15;15;2021-01-01T11:00:15.0000000+01:00;10;True;Yellow;100;0;4;5;Standing;ViviMindCopy;10;10;False;24;25;48;49;24;48;26cf382b-e7ee-4fb2-aef0-c7d9606ef930
15;15;2021-01-01T11:00:15.0000000+01:00;9;True;Red;100;0;1;5;Standing;ViviMind;10;10;False;13;1;13;1;13;13;01c1a908-a3a5-43dd-8629-5633e8b0a088
15;15;2021-01-01T11:00:15.0000000+01:00;10;True;Yellow;100;0;6;5;Standing;ViviMindCopy;10;10;False;25;26;39;50;25;39;4f1f18dd-12e8-44ad-b11f-2f1ee4778e44
15;15;2021-01-01T11:00:15.0000000+01:00;10;True;Yellow;100;0;5;5;Standing;ViviMindCopy;10;10;False;23;25;46;50;23;46;00339bfd-005a-468d-9db2-94ced9d4fd90
15;15;2021-01-01T11:00:15.0000000+01:00;10;True;Blue;100;0;7;5;Standing;;10;10;False;50;50;2;2;50;2;fab4dae7-0689-4618-9037-0fa2e3eb1f2f
15;15;2021-01-01T11:00:15.0000000+01:00;9;True;Red;100;0;3;5;Standing;ViviMind;10;10;False;14;2;14;1;14;14;44a9575a-9e7d-4429-b517-fed6e9633e20
15;15;2021-01-01T11:00:15.0000000+01:00;10;True;Blue;100;0;8;5;Standing;;10;10;False;49;49;1;1;49;1;c9b899b6-52d5-490b-b306-68371bff0571
15;15;2021-01-01T11:00:15.0000000+01:00;10;True;Blue;100;0;9;5;Standing;;10;10;False;50;50;1;1;50;1;9f31fb40-ed13-470e-a141-ae895d3d15a9
16;16;2021-01-01T11:00:16.0000000+01:00;9;True;Red;100;0;2;5;Standing;ViviMind;10;10;False;13;1;13;2;13;13;20b2fce2-682b-4e3e-8c47-5e167a664e46
